trial,family,label,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,output_order,correct
3,appt,appt-us7-rs2-rep2-td8-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,50,2.818752,1.207460,1.207643,0.000183,2.601088,3312.739340,603.564044,3473658965.885760,fused,shoup,natural,-1
1,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,5,50,1.428864,0.140964,0.141113,0.000149,1.355776,7094.017996,341.809784,7438617013.866180,fused,shoup,natural,-1
1,v06,resident1010,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,50,1.415264,0.203325,0.203488,0.000163,1.350880,4918.223459,336.760490,5157131081.387239,fused,shoup,natural,-1
1,appt-online,online-w8-8-4-td4-ti1-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,5,50,1.440416,0.608215,0.608412,0.000197,1.347456,1644.155347,294.456533,1724021836.635762,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep2-td4-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,50,1.424960,0.541430,0.541627,0.000197,1.352448,1846.961651,301.310299,1936679660.412670,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep2-td4-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,50,1.423200,0.539136,0.539320,0.000184,1.349440,1854.819589,301.952791,1944919305.211239,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep2-td8-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,50,1.430912,0.564634,0.564844,0.000211,1.350784,1771.060004,298.834881,1857091015.120480,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep2-td8-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,50,1.434624,0.557896,0.558074,0.000178,1.354880,1792.449671,298.739351,1879519706.640760,fused,shoup,natural,-1
1,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,5,50,5.498592,0.502559,0.502708,0.000149,5.111264,7959.269106,359.957764,8345898561.977794,fused,shoup,natural,-1
1,v06,resident1010,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,50,5.508832,0.555172,0.555337,0.000166,5.114464,7204.976295,357.830799,7554965223.957559,fused,shoup,natural,-1
1,appt-online,online-w7-7-6-td8-ti2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","2+2+2","7+7+6","ring+ring","2+2",8,0,5,50,5.503008,1.829294,1.829493,0.000199,5.124288,2186.635835,321.115167,2292853857.255847,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep2-td4-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,50,5.484416,1.995633,1.995848,0.000216,5.114144,2004.376909,317.606706,2101741522.028030,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep2-td4-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,50,5.482432,1.980068,1.980269,0.000201,5.128416,2020.132796,317.689361,2118262766.491032,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep2-td8-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,50,5.491936,2.032947,2.033139,0.000191,5.105984,1967.586664,316.684498,2063164153.912388,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep2-td8-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,50,5.499264,1.989530,1.989744,0.000214,5.120032,2010.525493,317.238120,2108188779.695644,fused,shoup,natural,-1
2,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,5,50,1.452768,0.141988,0.142102,0.000114,1.340480,7042.856365,340.688133,7384970155.526238,fused,shoup,natural,-1
2,v06,resident1010,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,50,1.424608,0.203428,0.203624,0.000197,1.349344,4915.747741,335.865777,5154535103.300866,fused,shoup,natural,-1
2,appt-online,online-w8-8-4-td4-ti1-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,5,50,1.434752,0.607949,0.608155,0.000206,1.351648,1644.875412,294.607324,1724776879.882600,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td4-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,50,1.435808,0.541000,0.541169,0.000170,1.346976,1848.430028,300.861942,1938219365.111627,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td4-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,50,1.428032,0.540119,0.540272,0.000153,1.347872,1851.443670,301.566053,1941379398.202588,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td8-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,50,1.424448,0.562483,0.562655,0.000171,1.348704,1777.830903,299.792976,1864190816.479391,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td8-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,50,1.422112,0.561582,0.561757,0.000175,1.350976,1780.683573,299.879742,1867182058.558761,fused,shoup,natural,-1
2,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,5,50,5.511456,0.506655,0.506797,0.000142,5.139488,7894.923623,358.500071,8278427432.784547,fused,shoup,natural,-1
2,v06,resident1010,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,50,5.477664,0.553083,0.553268,0.000185,5.116960,7232.189099,358.818188,7583499916.928534,fused,shoup,natural,-1
2,appt-online,online-w7-7-6-td8-ti2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","2+2+2","7+7+6","ring+ring","2+2",8,0,5,50,5.497920,1.828639,1.828798,0.000159,5.105408,2187.419417,321.751175,2293675502.380419,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td4-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,50,5.521856,1.995797,1.995974,0.000178,5.121056,2004.212292,316.488034,2101568908.101354,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td4-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,50,5.520224,1.979105,1.979296,0.000191,5.116800,2021.115366,317.054459,2119293066.196971,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td8-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,50,5.499744,2.036388,2.036568,0.000180,5.116064,1964.262520,316.150659,2059678536.240628,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td8-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,50,5.516064,1.988977,1.989178,0.000201,5.114880,2011.084497,316.959199,2108774937.155587,fused,shoup,natural,-1
3,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,5,50,1.413280,0.141967,0.142112,0.000144,1.350560,7043.872808,344.138441,7386035973.551285,fused,shoup,natural,-1
3,v06,resident1010,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,50,1.424320,0.203448,0.203631,0.000183,1.373376,4915.253401,333.206237,5154016749.766740,fused,shoup,natural,-1
3,appt-online,online-w8-8-4-td4-ti1-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,5,50,1.425856,0.608604,0.608799,0.000195,1.347200,1643.104027,295.712737,1722919448.336272,fused,shoup,natural,-1
3,appt,appt-us7-rs2-rep2-td4-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,50,1.423008,0.541696,0.541883,0.000187,1.339520,1846.053834,302.642924,1935727745.326415,fused,shoup,natural,-1
3,appt,appt-us7-rs2-rep2-td4-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,50,1.421472,0.540774,0.540940,0.000165,1.333184,1849.199945,303.450503,1939026681.551192,fused,shoup,natural,-1
3,appt,appt-us7-rs2-rep2-td8-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,50,1.424640,0.565576,0.565754,0.000179,1.353952,1768.110037,299.028060,1853997750.440757,fused,shoup,natural,-1
3,appt,appt-us7-rs2-rep2-td8-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,50,1.434624,0.557568,0.557762,0.000194,1.350848,1793.503170,299.128943,1880624379.977891,fused,shoup,natural,-1
3,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,5,50,5.468736,0.509993,0.510147,0.000154,5.104320,7843.245567,360.911509,8224239063.467668,fused,shoup,natural,-1
3,v06,resident1010,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,50,5.486496,0.554066,0.554227,0.000161,5.111936,7219.357285,358.664041,7570044783.973294,fused,shoup,natural,-1
3,appt-online,online-w7-7-6-td8-ti2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","2+2+2","7+7+6","ring+ring","2+2",8,0,5,50,5.456832,1.830646,1.830860,0.000214,5.112544,2185.021265,322.580078,2291160857.459185,fused,shoup,natural,-1
3,appt,appt-us7-rs2-rep2-td4-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,50,5.483328,1.996022,1.996227,0.000205,5.118880,2003.986181,317.504934,2101331814.177915,fused,shoup,natural,-1
3,appt,appt-us7-rs2-rep2-td4-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,50,5.480608,1.980293,1.980514,0.000221,5.120832,2019.902958,317.921225,2118021763.601196,fused,shoup,natural,-1
