label,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,logical_subgraphs,execution_stage_partition,execution_groups,materialized_boundaries,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_coefficient_reuse_stages,segment_cta_weights,execution_group_cores,boundary_storage,boundary_buffers,ready_window,packet_readiness,packet_compute_layout,packet_fold_wave_barriers,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,appt_data_time_roles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
m3_g2_p5-5-10_e10-10_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m3-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"5+5+10",3,"10+10",2,1,"radix4+radix4+radix4","256+256+256","1+1+1","0+0+0","0+0+0","0+0+0","0+0+0","0+0+0","5+5+10","dataflow-radix4+dataflow-radix4","resident-fused+full-scratch","1+1",8,per-packet,interleaved-rows,0,0,5,30,2.812832,0.367172,0.367425,0.000252,0,0,0,0,0,7,natural,natural,"",2.612960,10894.068849,690.492753,11423259137.802727,fused,shoup,-1
m2_g2_p10-10_e10-10_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-execution-remap-m2-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; explicit physical execution-group mappings replace logical codelet mappings",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10",2,"10+10",2,1,"radix4+radix4","256+256","1+1","0+0","0+0","0+0","0+0","0+0","10+10","dataflow-radix4+dataflow-radix4","full-scratch","1",8,per-packet,interleaved-rows,0,0,5,30,2.817344,0.366148,0.366440,0.000291,0,0,0,0,0,7,natural,natural,"",2.614752,10924.535431,689.863999,11455205663.869911,fused,shoup,-1
m8_g2_p2-2-3-3-2-2-3-3_e10-10_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m8-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+2+2+3+3",8,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+3+3+2+2+3+3","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused+resident-fused","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,2.809888,0.366626,0.366964,0.000337,0,0,0,0,0,7,natural,natural,"",2.610208,10910.296692,691.237622,11440275263.700693,fused,shoup,-1
m6_g2_p3-3-4-3-3-4_e10-10_b4_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m6-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"3+3+4+3+3+4",6,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256","1+1+1+1+1+1","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","3+3+4+3+3+4","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,2.807840,0.365329,0.365586,0.000257,0,0,0,0,0,7,natural,natural,"",2.611264,10949.032379,691.511142,11480892575.409698,fused,shoup,-1
m5_g2_p3-3-4-5-5_e10-10_b4_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m5-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"3+3+4+5+5",5,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4","256+256+256+256+256","1+1+1+1+1","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","3+3+4+5+5","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+full-scratch+resident-fused","1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,2.808896,0.366046,0.366327,0.000281,0,0,0,0,0,7,natural,natural,"",2.615584,10927.592443,690.783553,11458411173.080706,fused,shoup,-1
m4_g2_p5-5-5-5_e10-10_b4_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m4-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"5+5+5+5",4,"10+10",2,1,"radix4+radix4+radix4+radix4","256+256+256+256","1+1+1+1","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","5+5+5+5","dataflow-radix4+dataflow-radix4","resident-fused+full-scratch+resident-fused","1+1+1",8,per-packet,interleaved-rows,0,0,5,30,2.810432,0.366933,0.367208,0.000275,0,0,0,0,0,7,natural,natural,"",2.614560,10901.162420,690.616655,11430697286.223141,fused,shoup,-1
m3_g2_p5-5-10_e10-10_b4_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m3-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"5+5+10",3,"10+10",2,1,"radix4+radix4+radix4","256+256+256","1+1+1","0+0+0","0+0+0","0+0+0","0+0+0","0+0+0","5+5+10","dataflow-radix4+dataflow-radix4","resident-fused+full-scratch","1+1",8,per-packet,interleaved-rows,0,0,5,30,2.816640,0.367821,0.368267,0.000446,0,0,0,0,0,7,natural,natural,"",2.623424,10874.860821,688.718900,11403118060.217381,fused,shoup,-1
m2_g2_p10-10_e10-10_b4_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-execution-remap-m2-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; explicit physical execution-group mappings replace logical codelet mappings",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10",2,"10+10",2,1,"radix4+radix4","256+256","1+1","0+0","0+0","0+0","0+0","0+0","10+10","dataflow-radix4+dataflow-radix4","full-scratch","1",8,per-packet,interleaved-rows,0,0,5,30,2.827936,0.364817,0.365075,0.000258,0,0,0,0,0,7,natural,natural,"",2.622304,10964.398839,687.869442,11497005477.009092,fused,shoup,-1
m8_g2_p2-2-3-3-2-2-3-3_e10-10_b4_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m8-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+2+2+3+3",8,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+3+3+2+2+3+3","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused+resident-fused","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,2.812128,0.364681,0.364932,0.000252,0,0,0,0,0,7,natural,natural,"",2.612448,10968.503550,690.934998,11501309578.735813,fused,shoup,-1
m7_g2_p2-2-3-3-3-3-4_e10-10_b4_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m7-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+3+3+4",7,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256","1+1+1+1+1+1+1","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","2+2+3+3+3+3+4","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,2.809984,0.364476,0.364720,0.000245,0,0,0,0,0,7,natural,natural,"",2.613312,10974.667729,691.112263,11507773188.595442,fused,shoup,-1
m5_g2_p3-3-4-5-5_e10-10_b4_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m5-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"3+3+4+5+5",5,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4","256+256+256+256+256","1+1+1+1+1","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","3+3+4+5+5","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+full-scratch+resident-fused","1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,2.811168,0.365056,0.365292,0.000236,0,0,0,0,0,7,natural,natural,"",2.614272,10957.222758,690.787101,11489480810.969687,fused,shoup,-1
m4_g2_p5-5-5-5_e10-10_b4_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m4-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"5+5+5+5",4,"10+10",2,1,"radix4+radix4+radix4+radix4","256+256+256+256","1+1+1+1","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","5+5+5+5","dataflow-radix4+dataflow-radix4","resident-fused+full-scratch+resident-fused","1+1+1",8,per-packet,interleaved-rows,0,0,5,30,2.806144,0.367104,0.367401,0.000297,0,0,0,0,0,7,natural,natural,"",2.609664,10896.095021,691.693048,11425383732.616894,fused,shoup,-1
m3_g2_p5-5-10_e10-10_b4_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m3-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"5+5+10",3,"10+10",2,1,"radix4+radix4+radix4","256+256+256","1+1+1","0+0+0","0+0+0","0+0+0","0+0+0","0+0+0","5+5+10","dataflow-radix4+dataflow-radix4","resident-fused+full-scratch","1+1",8,per-packet,interleaved-rows,0,0,5,30,2.815232,0.365602,0.365884,0.000282,0,0,0,0,0,7,natural,natural,"",2.604928,10940.855126,691.352300,11472318104.619886,fused,shoup,-1
m2_g2_p10-10_e10-10_b4_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-execution-remap-m2-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; explicit physical execution-group mappings replace logical codelet mappings",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10",2,"10+10",2,1,"radix4+radix4","256+256","1+1","0+0","0+0","0+0","0+0","0+0","10+10","dataflow-radix4+dataflow-radix4","full-scratch","1",8,per-packet,interleaved-rows,0,0,5,30,2.812128,0.365158,0.365467,0.000309,0,0,0,0,0,7,natural,natural,"",2.616704,10954.150042,690.370484,11486258834.520407,fused,shoup,-1
m8_g2_p2-2-3-3-2-2-3-3_e10-10_b4_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m8-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+2+2+3+3",8,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+3+3+2+2+3+3","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused+resident-fused","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,2.819936,0.365466,0.365735,0.000269,0,0,0,0,0,7,natural,natural,"",2.621600,10944.942225,688.823648,11476603738.462175,fused,shoup,-1
m7_g2_p2-2-3-3-3-3-4_e10-10_b4_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m7-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+3+3+4",7,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256","1+1+1+1+1+1+1","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","2+2+3+3+3+3+4","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,2.810816,0.366114,0.366382,0.000267,0,0,0,0,0,7,natural,natural,"",2.609056,10925.554541,691.325536,11456274278.498093,fused,shoup,-1
m6_g2_p3-3-4-3-3-4_e10-10_b4_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m6-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"3+3+4+3+3+4",6,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256","1+1+1+1+1+1","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","3+3+4+3+3+4","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,2.807072,0.365636,0.365928,0.000292,0,0,0,0,0,7,natural,natural,"",2.613248,10939.834051,691.329107,11471247429.973972,fused,shoup,-1
m7_g2_p2-2-3-3-3-3-4_e10-10_b16_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m7-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+3+3+4",7,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256","1+1+1+1+1+1+1","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","2+2+3+3+3+3+4","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.883712,1.161591,1.161820,0.000228,0,0,0,0,0,7,natural,natural,"",10.116480,13774.206536,721.963568,14443302392.190584,fused,shoup,-1
m6_g2_p3-3-4-3-3-4_e10-10_b16_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m6-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"3+3+4+3+3+4",6,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256","1+1+1+1+1+1","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","3+3+4+3+3+4","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.885472,1.159714,1.159947,0.000233,0,0,0,0,0,7,natural,natural,"",10.123008,13796.503778,721.754775,14466682745.590609,fused,shoup,-1
m5_g2_p3-3-4-5-5_e10-10_b16_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m5-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"3+3+4+5+5",5,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4","256+256+256+256+256","1+1+1+1+1","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","3+3+4+5+5","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+full-scratch+resident-fused","1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.885120,1.163332,1.163612,0.000280,0,0,0,0,0,7,natural,natural,"",10.117408,13753.594778,721.830766,14421689398.293921,fused,shoup,-1
m4_g2_p5-5-5-5_e10-10_b16_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m4-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"5+5+5+5",4,"10+10",2,1,"radix4+radix4+radix4+radix4","256+256+256+256","1+1+1+1","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","5+5+5+5","dataflow-radix4+dataflow-radix4","resident-fused+full-scratch+resident-fused","1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.884288,1.145583,1.145802,0.000220,0,0,0,0,0,7,natural,natural,"",10.114496,13966.688748,722.531379,14645134620.817858,fused,shoup,-1
m3_g2_p5-5-10_e10-10_b16_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m3-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"5+5+10",3,"10+10",2,1,"radix4+radix4+radix4","256+256+256","1+1+1","0+0+0","0+0+0","0+0+0","0+0+0","0+0+0","5+5+10","dataflow-radix4+dataflow-radix4","resident-fused+full-scratch","1+1",8,per-packet,interleaved-rows,0,0,5,30,10.886752,1.158895,1.159152,0.000257,0,0,0,0,0,7,natural,natural,"",10.116384,13806.254909,721.955502,14476907547.683716,fused,shoup,-1
m2_g2_p10-10_e10-10_b16_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-execution-remap-m2-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; explicit physical execution-group mappings replace logical codelet mappings",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10",2,"10+10",2,1,"radix4+radix4","256+256","1+1","0+0","0+0","0+0","0+0","0+0","10+10","dataflow-radix4+dataflow-radix4","full-scratch","1",8,per-packet,interleaved-rows,0,0,5,30,10.887936,1.152410,1.152667,0.000257,0,0,0,0,0,7,natural,natural,"",10.119008,13883.951496,722.042730,14558378324.048555,fused,shoup,-1
m8_g2_p2-2-3-3-2-2-3-3_e10-10_b16_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m8-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+2+2+3+3",8,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+3+3+2+2+3+3","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused+resident-fused","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.885760,1.155550,1.155793,0.000244,0,0,0,0,0,7,natural,natural,"",10.115136,13846.221806,722.137465,14518815876.829056,fused,shoup,-1
m6_g2_p3-3-4-3-3-4_e10-10_b16_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m6-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"3+3+4+3+3+4",6,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256","1+1+1+1+1+1","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","3+3+4+3+3+4","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.889120,1.158212,1.158493,0.000280,0,0,0,0,0,7,natural,natural,"",10.122144,13814.393046,721.713039,14485441002.817989,fused,shoup,-1
m5_g2_p3-3-4-5-5_e10-10_b16_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m5-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"3+3+4+5+5",5,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4","256+256+256+256+256","1+1+1+1+1","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","3+3+4+5+5","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+full-scratch+resident-fused","1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.887072,1.159987,1.160233,0.000246,0,0,0,0,0,7,natural,natural,"",10.114272,13793.255516,721.978298,14463276696.169373,fused,shoup,-1
