label,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,logical_subgraphs,execution_stage_partition,execution_groups,materialized_boundaries,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_coefficient_reuse_stages,segment_cta_weights,execution_group_cores,boundary_storage,boundary_buffers,ready_window,packet_readiness,packet_compute_layout,packet_fold_wave_barriers,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,appt_data_time_roles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
m5_g4_p4-4-4-4-4_e4-4-4-8_b1_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m5-g4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"4+4+4+4+4",5,"4+4+4+8",4,3,"radix4+radix4+radix4+radix4+radix4","256+256+256+256+256","1+1+1+1+1","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","4+4+4+4+4","radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+resident-fused","1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,0.776992,1.882931,1.884435,0.001504,0,0,0,0,0,7,natural,natural,"",0.752064,531.086875,293.084342,556884950.609778,fused,shoup,-1
m5_g5_p4-4-4-4-4_e4-4-4-4-4_b1_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"4+4+4+4+4",5,"4+4+4+4+4",5,4,"radix4+radix4+radix4+radix4+radix4","256+256+256+256+256","1+1+1+1+1","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","4+4+4+4+4","radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch","1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,0.781088,1.906688,1.908392,0.001704,0,0,0,0,0,7,natural,natural,"",0.738304,524.469663,291.878766,549946301.538195,fused,shoup,-1
m4_g2_p5-5-5-5_e10-10_b1_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m4-g2","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"5+5+5+5",4,"10+10",2,1,"radix4+radix4+radix4+radix4","256+256+256+256","1+1+1+1","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","5+5+5+5","radix4+radix4","resident-fused+full-scratch+resident-fused","1+1+1",8,per-packet,interleaved-rows,0,0,2,5,0.785312,0.370278,0.371715,0.001437,0,0,0,0,0,7,natural,natural,"",0.742144,2700.670499,526.944128,2831858268.926785,fused,shoup,-1
m4_g3_p5-5-5-5_e5-5-10_b1_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m4-g3","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"5+5+5+5",4,"5+5+10",3,2,"radix4+radix4+radix4+radix4","256+256+256+256","1+1+1+1","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","5+5+5+5","radix4+radix4+radix4","full-scratch+full-scratch+resident-fused","1+1+1",8,per-packet,interleaved-rows,0,0,2,5,0.788704,0.918323,0.920029,0.001706,0,0,0,0,0,7,natural,natural,"",0.735840,1088.941213,409.355037,1141837621.556098,fused,shoup,-1
m4_g4_p5-5-5-5_e5-5-5-5_b1_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"5+5+5+5",4,"5+5+5+5",4,3,"radix4+radix4+radix4+radix4","256+256+256+256","1+1+1+1","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","5+5+5+5","radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch","1+1+1",8,per-packet,interleaved-rows,0,0,2,5,0.791552,0.956621,0.958216,0.001595,0,0,0,0,0,7,natural,natural,"",0.744096,1045.346272,401.240829,1096125012.534149,fused,shoup,-1
m3_g2_p5-5-10_e10-10_b1_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m3-g2","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"5+5+10",3,"10+10",2,1,"radix4+radix4+radix4","256+256+256","1+1+1","0+0+0","0+0+0","0+0+0","0+0+0","0+0+0","5+5+10","radix4+radix4","resident-fused+full-scratch","1+1",8,per-packet,interleaved-rows,0,0,2,5,0.778272,0.372122,0.373775,0.001654,0,0,0,0,0,7,natural,natural,"",0.737664,2687.293599,529.644870,2817831573.141473,fused,shoup,-1
m3_g3_p5-5-10_e5-5-10_b1_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"5+5+10",3,"5+5+10",3,2,"radix4+radix4+radix4","256+256+256","1+1+1","0+0+0","0+0+0","0+0+0","0+0+0","0+0+0","5+5+10","radix4+radix4+radix4","full-scratch+full-scratch","1+1",8,per-packet,interleaved-rows,0,0,2,5,0.788224,0.917299,0.918918,0.001618,0,0,0,0,0,7,natural,natural,"",0.742880,1090.156901,408.429475,1143112362.391377,fused,shoup,-1
m3_g3_p6-6-8_e6-6-8_b1_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"6+6+8",3,"6+6+8",3,2,"radix4+radix4+radix4","256+256+256","1+1+1","0+0+0","0+0+0","0+0+0","0+0+0","0+0+0","6+6+8","radix4+radix4+radix4","full-scratch+full-scratch","1+1",8,per-packet,interleaved-rows,0,0,2,5,0.803328,0.490291,0.492054,0.001763,0,0,0,0,0,7,natural,natural,"",0.747328,2039.604185,489.968587,2138679998.394791,fused,shoup,-1
m2_g2_p10-10_e10-10_b1_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10",2,"10+10",2,1,"radix4+radix4","256+256","1+1","0+0","0+0","0+0","0+0","0+0","10+10","radix4+radix4","full-scratch","1",8,per-packet,interleaved-rows,0,0,2,5,0.784512,0.371302,0.372963,0.001660,0,0,0,0,0,7,natural,natural,"",0.734624,2693.222588,528.977826,2824048568.308400,fused,shoup,-1
m8_g3_p2-2-2-2-3-3-3-3_e2-9-9_b1_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m8-g3","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"2+2+2+2+3+3+3+3",8,"2+9+9",3,2,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+2+2+3+3+3+3","radix4+radix4+radix4","full-scratch+resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,0.790592,5.198848,5.200297,0.001449,0,0,0,0,0,7,natural,natural,"",0.734144,192.350314,148.730206,201693922.624829,fused,shoup,-1
m8_g4_p2-2-2-2-3-3-3-3_e2-2-7-9_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m8-g4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+2+2+3+3+3+3",8,"2+2+7+9",4,3,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+2+2+3+3+3+3","radix4+radix4+radix4+radix4","full-scratch+full-scratch+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.799904,28.679169,28.680331,0.001162,0,0,0,0,0,7,natural,natural,"",2.632032,139.474057,117.263866,146249148.422095,fused,shoup,-1
m8_g5_p2-2-2-2-3-3-3-3_e2-2-2-5-9_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m8-g5","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+2+2+3+3+3+3",8,"2+2+2+5+9",5,4,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+2+2+3+3+3+3","radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.798528,29.961216,29.962334,0.001118,0,0,0,0,0,7,natural,natural,"",2.617888,133.505930,113.065793,139991113.971933,fused,shoup,-1
m8_g6_p2-2-2-2-3-3-3-3_e2-2-2-2-3-9_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m8-g6","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+2+2+3+3+3+3",8,"2+2+2+2+3+9",6,5,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+2+2+3+3+3+3","radix4+radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.816000,30.073038,30.074088,0.001050,0,0,0,0,0,7,natural,natural,"",2.625984,133.009508,112.628397,139470577.794172,fused,shoup,-1
m8_g7_p2-2-2-2-3-3-3-3_e2-2-2-2-3-3-6_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m8-g7","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+2+2+3+3+3+3",8,"2+2+2+2+3+3+6",7,6,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+2+2+3+3+3+3","radix4+radix4+radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch+full-scratch+full-scratch+resident-fused","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.818816,29.856152,29.857499,0.001347,0,0,0,0,0,7,natural,natural,"",2.625504,133.975740,113.312934,140483745.490353,fused,shoup,-1
m8_g8_p2-2-2-2-3-3-3-3_e2-2-2-2-3-3-3-3_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+2+2+3+3+3+3",8,"2+2+2+2+3+3+3+3",8,7,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+2+2+3+3+3+3","radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch+full-scratch+full-scratch+full-scratch","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.804192,28.813313,28.814385,0.001073,0,0,0,0,0,7,natural,natural,"",2.619360,138.824718,116.833129,145568267.985766,fused,shoup,-1
m8_g2_p2-2-3-3-2-2-3-3_e10-10_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m8-g2","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+2+2+3+3",8,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+3+3+2+2+3+3","radix4+radix4","resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused+resident-fused","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.809728,0.967270,0.968882,0.001612,0,0,0,0,0,7,natural,natural,"",2.615584,4135.348405,625.725237,4336227089.601102,fused,shoup,-1
m8_g8_p2-2-3-3-2-2-3-3_e2-2-3-3-2-2-3-3_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+2+2+3+3",8,"2+2+3+3+2+2+3+3",8,7,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+3+3+2+2+3+3","radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch+full-scratch+full-scratch+full-scratch","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.818208,28.042034,28.043145,0.001111,0,0,0,0,0,7,natural,natural,"",2.610720,142.643004,119.506574,149572030.962103,fused,shoup,-1
m7_g2_p2-2-3-3-3-3-4_e10-10_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m7-g2","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+3+3+4",7,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256","1+1+1+1+1+1+1","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","2+2+3+3+3+3+4","radix4+radix4","resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.812416,0.978330,0.980041,0.001712,0,0,0,0,0,7,natural,natural,"",2.619296,4088.601887,624.020902,4287209811.742254,fused,shoup,-1
m7_g7_p2-2-3-3-3-3-4_e2-2-3-3-3-3-4_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+3+3+4",7,"2+2+3+3+3+3+4",7,6,"radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256","1+1+1+1+1+1+1","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","2+2+3+3+3+3+4","radix4+radix4+radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch+full-scratch+full-scratch","1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.805632,28.039373,28.040214,0.000840,0,0,0,0,0,7,natural,natural,"",2.625600,142.656540,119.507847,149586224.359958,fused,shoup,-1
m7_g3_p2-3-3-3-3-3-3_e2-9-9_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m7-g3","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+3+3+3+3+3+3",7,"2+9+9",3,2,"radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256","1+1+1+1+1+1+1","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","2+3+3+3+3+3+3","radix4+radix4+radix4","full-scratch+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.808768,20.375141,20.376265,0.001124,0,0,0,0,0,7,natural,natural,"",2.635104,196.317658,154.924589,205853985.030015,fused,shoup,-1
m7_g4_p2-3-3-3-3-3-3_e2-3-6-9_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m7-g4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+3+3+3+3+3+3",7,"2+3+6+9",4,3,"radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256","1+1+1+1+1+1+1","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","2+3+3+3+3+3+3","radix4+radix4+radix4+radix4","full-scratch+full-scratch+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.811616,21.679718,21.680809,0.001091,0,0,0,0,0,7,natural,natural,"",2.612800,184.504245,147.578964,193466722.980401,fused,shoup,-1
m7_g5_p2-3-3-3-3-3-3_e2-3-3-3-9_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m7-g5","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+3+3+3+3+3+3",7,"2+3+3+3+9",5,4,"radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256","1+1+1+1+1+1+1","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","2+3+3+3+3+3+3","radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.807360,22.756351,22.757470,0.001119,0,0,0,0,0,7,natural,natural,"",2.634688,175.775102,141.852023,184313553.310811,fused,shoup,-1
m7_g6_p2-3-3-3-3-3-3_e2-3-3-3-3-6_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m7-g6","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+3+3+3+3+3+3",7,"2+3+3+3+3+6",6,5,"radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256","1+1+1+1+1+1+1","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","2+3+3+3+3+3+3","radix4+radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch+full-scratch+resident-fused","1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.811616,22.588415,22.589758,0.001342,0,0,0,0,0,7,natural,natural,"",2.615488,177.081923,142.778007,185683854.883734,fused,shoup,-1
m7_g7_p2-3-3-3-3-3-3_e2-3-3-3-3-3-3_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+3+3+3+3+3+3",7,"2+3+3+3+3+3+3",7,6,"radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256","1+1+1+1+1+1+1","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","2+3+3+3+3+3+3","radix4+radix4+radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch+full-scratch+full-scratch","1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.812064,22.684261,22.685431,0.001169,0,0,0,0,0,7,natural,natural,"",2.635808,176.333712,142.186160,184899298.260519,fused,shoup,-1
m6_g3_p3-3-3-3-4-4_e3-9-8_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m6-g3","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"3+3+3+3+4+4",6,"3+9+8",3,2,"radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256","1+1+1+1+1+1","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","3+3+3+3+4+4","radix4+radix4+radix4","full-scratch+resident-fused+resident-fused+full-scratch+resident-fused","1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.838112,8.723866,8.725010,0.001144,0,0,0,0,0,7,natural,natural,"",2.617856,458.512341,282.090756,480785036.823066,fused,shoup,-1
