trial,label,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,output_order,correct
3,barrier-w32-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,5,1,0,0,hermes-xor,inplace,radix4,32,20,1048576,8,998244353,30,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,6.718656,0.504832,6.644608,15846.855063,576.863611,16616631894.222164,fused,shoup,natural,-1
3,resident1010-w32-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,8,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,6.019360,0.568340,5.277536,14076.069323,674.238565,14759828466.141613,fused,shoup,natural,-1
3,generic776-w32-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,8,998244353,30,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,6.069088,3.834429,5.246016,2086.360042,528.069074,2187707067.283095,fused,shoup,natural,-1
3,resident776-w32-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,8,998244353,30,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,16.116064,6.019850,10.079136,1328.936711,248.331135,1393491141.136616,fused,shoup,natural,-1
3,barrier-w32-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,5,1,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,32.602303,1.032847,22.364351,15491.155741,285.716830,16243654122.795630,fused,shoup,natural,-1
3,resident1010-w32-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,32.733215,1.010237,22.951679,15837.860609,282.211178,16607200525.828703,fused,shoup,natural,-1
3,generic776-w32-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,10.885728,10.277396,10.149120,1556.814555,510.982215,1632438379.342858,fused,shoup,natural,-1
3,resident776-w32-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,11.174752,13.561733,28.774879,1179.790202,299.001904,1237099690.420061,fused,shoup,natural,-1
3,barrier-w32-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,5,1,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,24.409920,2.841661,58.885857,11261.017727,371.499325,11808032924.421200,fused,shoup,natural,-1
3,resident1010-w32-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,105.847458,2.327101,46.563969,13751.011903,206.800468,14418981057.084467,fused,shoup,natural,-1
3,generic776-w32-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,128.055679,25.424261,284.797577,1258.640315,73.013100,1319780027.316277,fused,shoup,natural,-1
3,resident776-w32-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,111.571297,29.858078,42.919682,1071.736767,173.583747,1123797452.625974,fused,shoup,natural,-1
1,barrier-w64-b1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,1.723904,0.141701,1.431264,7057.107382,303.318072,7399913430.684436,fused,shoup,natural,-1
1,resident1010-w64-b1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,1.578272,0.204001,1.409280,4901.930083,313.327065,5140046238.427312,fused,shoup,natural,-1
1,generic776-w64-b1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,2.664448,0.502252,2.392000,1991.034349,179.898194,2087750833.562495,fused,shoup,natural,-1
1,resident776-w64-b1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,1.563968,0.644895,1.972960,1550.640702,239.130179,1625964624.775661,fused,shoup,natural,-1
1,barrier-w64-b4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,16.124319,0.503357,10.970720,7946.639738,144.935955,8332655709.606799,fused,shoup,natural,-1
1,resident1010-w64-b4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,6.017952,0.555151,5.187776,7205.242405,340.110621,7555244259.561468,fused,shoup,natural,-1
1,generic776-w64-b4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,16.359039,1.476137,11.016768,2709.775725,138.638835,2841405790.420112,fused,shoup,natural,-1
1,resident776-w64-b4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,14.732928,3.363328,9.688160,1189.298226,143.965595,1247069576.588912,fused,shoup,natural,-1
1,barrier-w64-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,8,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,12.141920,0.963727,10.368576,8301.102961,340.799345,8704337338.199537,fused,shoup,natural,-1
1,resident1010-w64-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,8,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,11.846304,0.973496,10.239232,8217.802012,346.935634,8616989962.951792,fused,shoup,natural,-1
1,generic776-w64-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,8,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,11.979744,2.868900,10.320640,2788.525392,317.847746,2923980800.927579,fused,shoup,natural,-1
1,resident776-w64-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,8,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,34.154400,7.888138,24.871872,1014.181002,119.555713,1063445858.466598,fused,shoup,natural,-1
1,barrier-w64-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,67.017632,2.009190,23.564928,7963.406867,172.801573,8350237319.435087,fused,shoup,natural,-1
1,resident1010-w64-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,62.612000,1.840476,42.735584,8693.401932,149.270357,9115692623.989817,fused,shoup,natural,-1
1,generic776-w64-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,63.292480,6.620693,23.584097,2416.665544,171.127991,2534057489.800894,fused,shoup,natural,-1
1,resident776-w64-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,23.961439,16.663612,58.822529,960.175960,160.888781,1006817467.412470,fused,shoup,natural,-1
1,barrier-w64-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,32,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,47.061314,3.712512,41.800224,8619.500721,345.669224,9038201587.687790,fused,shoup,natural,-1
1,resident1010-w64-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,32,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,46.712318,3.623834,90.192863,8830.427397,227.710981,9259374237.987928,fused,shoup,natural,-1
1,generic776-w64-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,32,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,45.562145,24.409927,114.240669,1310.942041,173.712196,1374622361.382459,fused,shoup,natural,-1
1,resident776-w64-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,32,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,228.582214,35.583488,86.786270,899.293503,91.180567,942977584.494336,fused,shoup,natural,-1
2,barrier-w64-b1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,1.559456,0.142336,1.390144,7025.629692,323.421962,7366906680.204904,fused,shoup,natural,-1
2,resident1010-w64-b1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,1.494816,0.203489,1.352800,4914.263578,327.750084,5152978846.022920,fused,shoup,natural,-1
2,generic776-w64-b1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,1.886976,0.501699,1.353888,1993.228788,267.196600,2090051869.902538,fused,shoup,natural,-1
2,resident776-w64-b1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,3.952064,0.644649,3.258624,1551.231830,127.301985,1626584467.116241,fused,shoup,natural,-1
2,barrier-w64-b4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,6.132416,0.502989,5.120480,7952.463113,340.255125,8338761961.207534,fused,shoup,natural,-1
2,resident1010-w64-b4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,6.184928,0.554660,5.259264,7211.627175,333.365231,7561939176.902458,fused,shoup,natural,-1
2,generic776-w64-b4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,6.109696,1.477263,5.308160,2707.709529,310.194887,2839239227.570477,fused,shoup,natural,-1
2,resident776-w64-b4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,5.532576,3.320095,5.131840,1204.784953,286.030740,1263308587.177209,fused,shoup,natural,-1
2,barrier-w64-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,8,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,10.901664,0.967578,10.150624,8268.070895,363.308302,8669700706.742170,fused,shoup,natural,-1
2,resident1010-w64-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,8,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,10.884032,0.972923,10.150336,8222.645213,363.515884,8622068426.365891,fused,shoup,natural,-1
2,generic776-w64-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,8,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,10.904288,2.874901,10.161088,2782.704925,334.164891,2917877598.952481,fused,shoup,natural,-1
2,resident776-w64-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,8,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,19.347521,7.523267,16.963455,1063.367845,182.505719,1115022001.956465,fused,shoup,natural,-1
2,barrier-w64-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,43.703808,1.889034,24.992479,8469.936329,226.676024,8881371955.726889,fused,shoup,natural,-1
2,resident1010-w64-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,43.543583,1.837220,23.470177,8708.810835,232.385946,9131850030.423475,fused,shoup,natural,-1
2,generic776-w64-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,43.596096,6.695895,23.655104,2389.523831,216.370908,2505597340.781491,fused,shoup,natural,-1
2,resident776-w64-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,44.028416,16.561808,283.649292,966.078121,46.479266,1013006331.937566,fused,shoup,natural,-1
2,barrier-w64-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,32,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,43.075871,3.710956,40.326176,8623.115790,367.338966,9041992262.278736,fused,shoup,natural,-1
