label,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_coefficient_reuse_stages,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,packet_readiness,packet_compute_layout,packet_fold_wave_barriers,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,appt_data_time_roles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
warp_rows_b64_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap-warp-rows","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,warp-rows,0,0,10,50,43.088287,5.037035,5.037148,0.000112,0,0,0,0,0,7,natural,natural,"",46.977760,12705.886318,672.953998,13323087451.558392,fused,shoup,-1
interleaved_folded_b64_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap-folded-wave-barriers","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,interleaved-rows,1,0,10,50,43.089439,5.013852,5.013935,0.000083,0,0,0,0,0,7,natural,natural,"",40.195904,12764.636546,724.808417,13384691530.833939,fused,shoup,-1
warp_rows_folded_b64_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap-warp-rows-folded-wave-barriers","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,warp-rows,1,0,10,50,43.094273,5.020856,5.020982,0.000126,0,0,0,0,0,7,natural,natural,"",52.397408,12746.829455,636.736493,13366019442.646606,fused,shoup,-1
aggregate_b64_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+0","0+0","5+15","full-scratch","1",2,per-packet,interleaved-rows,0,0,10,50,43.101406,4.965192,4.965336,0.000145,0,0,0,0,0,7,natural,natural,"",52.169281,12889.733579,638.493927,13515865277.178907,fused,shoup,-1
interleaved_b64_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,interleaved-rows,0,0,10,50,43.096863,5.016351,5.016475,0.000124,0,0,0,0,0,7,natural,natural,"",44.150719,12758.278525,693.662176,13378024662.936773,fused,shoup,-1
warp_rows_b64_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap-warp-rows","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,warp-rows,0,0,10,50,43.089600,5.006582,5.006707,0.000126,0,0,0,0,0,7,natural,natural,"",48.740734,12783.172785,660.904983,13404128186.604338,fused,shoup,-1
interleaved_folded_b64_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap-folded-wave-barriers","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,interleaved-rows,1,0,10,50,82.147392,5.008711,5.008826,0.000115,0,0,0,0,0,7,natural,natural,"",40.193089,12777.737761,502.555210,13398429150.883722,fused,shoup,-1
warp_rows_folded_b64_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap-warp-rows-folded-wave-barriers","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,warp-rows,1,0,10,50,82.157890,5.002936,5.003052,0.000116,0,0,0,0,0,7,natural,natural,"",40.194561,12792.487322,502.530762,13413895186.307022,fused,shoup,-1
aggregate_b64_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+0","0+0","5+15","full-scratch","1",2,per-packet,interleaved-rows,0,0,10,50,81.918846,4.913357,4.913463,0.000107,0,0,0,0,0,7,natural,natural,"",40.195873,13025.718028,503.825626,13658455306.854698,fused,shoup,-1
interleaved_b64_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,interleaved-rows,0,0,10,50,43.168736,5.009060,5.009185,0.000125,0,0,0,0,0,7,natural,natural,"",46.803295,12776.848591,673.818332,13397496787.677967,fused,shoup,-1
warp_rows_b64_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap-warp-rows","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,warp-rows,0,0,10,50,43.102623,5.004759,5.004887,0.000129,0,0,0,0,0,7,natural,natural,"",48.385090,12787.828967,663.264179,13409010546.691133,fused,shoup,-1
interleaved_folded_b64_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap-folded-wave-barriers","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,interleaved-rows,1,0,10,50,43.161282,5.307535,5.307677,0.000141,0,0,0,0,0,7,natural,natural,"",45.860897,12058.328006,678.471262,12644073346.936062,fused,shoup,-1
warp_rows_folded_b64_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap-warp-rows-folded-wave-barriers","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,warp-rows,1,0,10,50,43.126305,5.013299,5.013584,0.000285,0,0,0,0,0,7,natural,natural,"",61.029598,12766.043689,586.245925,13386167027.546188,fused,shoup,-1
